Instance,Weight,Version,Path Length,Expanded,Necessary,Elapsed,Reopens,Generated
23,3,1,6261,160948,253835,1.06717,16908,488514
23,3,2,6261,116320,204775,0.776216,0,353154
23,4,0,6307,550011,304179,3.79158,246819,1663046
23,4,1,6325,76711,47738,0.507625,6523,232306
23,4,2,6325,42948,37135,0.30104,0,130240
23,5,0,6325,244164,64272,1.9657,127614,736555
23,5,1,6325,74016,38584,0.641894,4530,224724
23,5,2,6325,57679,35368,0.431104,0,175210
24,1.1,0,3741,8011335,10034565,98.0999,407878,24119024
24,1.1,1,3741,7776269,10008732,99.982,193220,23424209
24,1.1,2,3741,7537346,9949969,92.167,0,22705873
24,1.2,0,3755,5082777,6495140,36.5533,540496,15281852
24,1.2,1,3755,4779552,6449154,36.5857,271077,14385550
24,1.2,2,3755,4385260,6279294,36.1578,0,13199151
24,1.3,0,3791,3635627,4664152,30.3843,570379,10921549
24,1.3,1,3791,3231552,4537824,28.5417,255549,9720883
24,1.3,2,3933,3163847,5249967,29.9192,0,9521194
24,1.4,0,3959,2529784,3389588,16.5578,522331,7595805
24,1.4,1,3959,2151959,3261971,15.8327,224127,6470507
24,1.4,2,3959,1762898,2993461,13.1877,0,5301508
24,1.5,0,3955,1169398,1521613,9.16523,278337,3510984
24,1.5,1,3959,1143059,1730601,9.41427,126466,3437487
24,1.5,2,3959,881996,1512941,8.19334,0,2651379
24,1.6,0,4135,449071,580054,3.61455,117870,1346264
24,1.6,1,4167,515677,778863,3.49826,69952,1548897
24,1.6,2,4167,368475,646815,2.78755,0,1105275
24,1.7,0,4291,492356,591076,3.86748,153545,1475491
24,1.7,1,4291,356741,532832,2.5786,51843,1071662
24,1.7,2,4291,232772,408232,1.82728,0,697846
24,1.8,0,4353,301308,371371,2.67125,91110,907295
24,1.8,1,4353,220899,333847,1.57228,32322,667039
24,1.8,2,4353,152124,269542,1.18757,0,458177
24,1.9,0,4309,477829,524495,3.6563,178160,1438510
24,1.9,1,4309,320645,465715,2.19901,55297,968543
24,1.9,2,4461,261321,459653,2.06793,0,787522
24,1,0,3705,19859954,19544355,247.714,112631,59983715
24,1,1,3705,19859954,19544355,275.43,112631,59983715
24,1,2,3705,19859954,19544355,250.88,112631,59983715
24,2,0,4643,864353,857393,4.29512,369853,2597899
24,2,1,4503,613779,845728,3.61672,128501,1853775
24,2,2,4503,332357,581624,2.33652,0,1000430
24,3,0,4639,573935,548117,2.85888,247568,1712394
24,3,1,4751,396360,580622,2.47983,60398,1186362
24,3,2,4751,227606,396333,1.58564,0,682814
24,4,0,5779,612965,260020,3.49593,316729,1852405
24,4,1,5727,239043,167746,1.70596,13436,727222
24,4,2,5805,204790,180076,1.51214,0,622133
24,5,0,5779,1934740,341040,10.4708,1116873,5858782
24,5,1,5805,613730,244635,5.1349,42262,1870881
24,5,2,5805,478690,211245,4.23417,0,1455759
25,1.1,0,4793,3065877,3953138,36.3423,177032,8987815
25,1.1,1,4793,2950660,3929827,36.247,79680,8652460
25,1.1,2,4805,3818224,5147524,47.3968,0,11202651
25,1.2,0,4815,1147742,1434250,7.3057,137093,3402635
25,1.2,1,4815,1057912,1414276,7.0865,62140,3135429
25,1.2,2,4911,1266827,1964937,9.30803,0,3753925
25,1.3,0,4965,8100111,7448767,59.3177,2282222,24244958
25,1.3,1,4965,6712178,7172793,55.4413,1115008,20092767
25,1.3,2,4971,4456994,5817816,38.9354,0,13309099
25,1.4,0,5383,24515834,24149742,137.583,9558185,73850181
25,1.4,1,5383,18406648,22865588,123.819,4261737,55462880
25,1.4,2,5383,10439412,17004598,76.6959,0,31377764
25,1.5,0,5291,8672909,7581011,42.9403,3537601,26261570
25,1.5,1,5291,6031035,6863070,35.8694,1378096,18267188
25,1.5,2,5291,3328186,4971181,22.7221,0,10056413
25,1.6,0,5395,3662645,2645756,21.0101,1603743,11131635
25,1.6,1,5397,2606524,2452297,17.0647,691266,7936465
25,1.6,2,5539,1871608,2923456,15.0087,0,5689724
25,1.7,0,6069,195574,202743,1.83186,79162,595630
25,1.7,1,6069,138008,183446,0.932726,32562,420770
25,1.7,2,6107,115500,204011,0.852411,0,351560
25,1.8,0,6255,127771,173734,1.33082,30705,388280
25,1.8,1,6255,100851,159547,1.02798,11817,307052
25,1.8,2,6145,218220,363098,1.62956,0,664396
25,1.9,0,5851,937794,353778,5.56657,532484,2898907
25,1.9,1,5851,635484,320753,3.86259,249904,1967759
25,1.9,2,5851,164257,104413,1.30866,0,509920
25,1,0,4735,17529740,17191293,202.247,70835,51255619
25,1,1,4735,17529740,17191293,198.929,70835,51255619
25,1,2,4735,17529740,17191293,190.008,70835,51255619
25,2,0,6175,479644,418565,2.33844,215052,1481112
25,2,1,6025,411666,362187,2.47389,103416,1273444
25,2,2,6337,259279,442485,1.79233,0,805165
25,3,0,7969,673695,373093,2.61806,395405,2032316
25,3,1,8121,434292,519234,2.63672,75976,1313329
25,3,2,8121,248626,354880,1.72313,0,750324
25,4,0,8025,1051999,661620,5.65963,610294,3192358
25,4,1,8123,489507,650321,3.74772,75299,1494635
25,4,2,8297,430045,710333,3.66014,0,1313667
25,5,0,9097,1058678,811222,5.43071,586196,3194304
25,5,1,9097,395610,609513,3.13564,36281,1199957
25,5,2,8749,579870,778222,4.83823,0,1762817
26,1.1,0,4330,15228411,18818276,192.358,1237557,45847527
26,1.1,1,4338,15788003,20459544,209.048,568282,47591301
26,1.1,2,4358,15941966,21934294,213.919,0,48037280
26,1.2,0,4424,3209915,4339949,22.2297,525396,9659114
26,1.2,1,4424,2834469,4190449,21.0327,246445,8536718
26,1.2,2,4424,2359185,3833231,17.6178,0,7098692
26,1.3,0,4442,288325,370811,2.77484,71760,868868
26,1.3,1,4442,215200,333585,1.61099,21655,648390
26,1.3,2,4484,277466,477566,2.25382,0,835631
26,1.4,0,4482,452119,458531,2.51065,141009,1371105
26,1.4,1,4442,374512,411255,2.22029,77474,1136645
26,1.4,2,4492,226444,340091,1.50565,0,686540
26,1.5,0,4442,950647,487497,6.17542,405755,2884451
26,1.5,1,4442,565337,368739,3.86196,140018,1716034
26,1.5,2,4492,288624,290668,2.36746,0,874660
26,1.6,0,4780,1190677,867593,6.87645,554912,3650517
26,1.6,1,4780,732621,729377,4.51437,194639,2242957
26,1.6,2,4780,374158,494363,2.84357,0,1145475
26,1.7,0,4580,2016786,279095,10.4726,1053283,6148561
26,1.7,1,4580,1081269,231940,7.00935,258888,3300012
26,1.7,2,4788,553266,412620,4.22226,0,1690872
26,1.8,0,4620,5480078,354979,24.7265,3900574,16705524
26,1.8,1,4754,3040132,749504,19.3789,1166513,9303906
26,1.8,2,4788,1067020,373001,8.85059,0,3256364
26,1.9,0,4950,5854847,1349206,33.7709,3272117,17872222
26,1.9,1,4950,3481172,1150694,24.1989,1190984,10653590
26,1.9,2,5058,1294826,876240,11.5541,0,3959439
26,1,0,4308,78530052,77025331,618.579,387756,237307649
26,1,1,4308,78530052,77025331,661.781,387756,237307649
26,1,2,4308,78530052,77025331,634.565,387756,237307649
26,2,0,5918,5749095,4876466,28.0443,2907297,17671509
26,2,1,5918,2911021,3872625,18.2742,672412,8964219
26,2,2,5504,1594173,2531275,11.9695,0,4904801
26,3,0,5902,1050911,506272,5.06473,500971,3191738
26,3,1,5902,487100,383483,3.13592,59262,1484870
26,3,2,5902,318129,314164,2.3073,0,970408
26,4,0,6306,1319079,628777,8.28029,581442,4000660
26,4,1,6356,574023,434885,4.54804,45135,1751900
26,4,2,6356,433727,322972,3.5623,0,1324505
26,5,0,6082,4325534,842076,23.4564,2479666,13161375
26,5,1,6292,1448943,626389,12.6703,80498,4436560
26,5,2,6292,1277008,567064,11.8552,0,3909867
27,1.1,0,4597,1515986,1790018,16.0721,177396,4396895
27,1.1,1,4597,1409173,1765158,15.6003,91079,4089792
27,1.1,2,4647,1261583,1810870,14.3587,0,3658323
27,1.2,0,4803,852319,1012250,5.14568,206419,2486896
27,1.2,1,4803,730627,984629,4.89336,103468,2133899
27,1.2,2,4693,775082,1022658,5.36807,0,2260449
27,1.3,0,4941,31534,43342,0.367192,4728,91782
27,1.3,1,4941,28769,42864,0.350722,2276,83752
27,1.3,2,4939,167353,269934,1.85737,0,490527
27,1.4,0,5075,3223,3421,0.0223508,217,9556
27,1.4,1,5075,3106,3380,0.0195849,135,9204
27,1.4,2,5075,2822,3217,0.0177419,0,8360
27,1.5,0,5075,4132,3737,0.0648812,422,12232
27,1.5,1,5075,4013,3732,0.0635638,310,11870
27,1.5,2,5075,3101,3087,0.0521178,0,9184
27,1.6,0,5631,189001,121680,1.76118,67031,576666
27,1.6,1,5631,147727,115535,0.940618,31254,451113
27,1.6,2,5633,81484,80686,0.579092,0,247642
27,1.7,0,5575,16629,16550,0.0970632,2593,49533
27,1.7,1,5575,14721,16173,0.0835986,1079,43877
27,1.7,2,5821,51897,86628,0.324092,0,155752
27,1.8,0,5805,227843,183280,1.89299,102619,693177
27,1.8,1,5805,165583,171992,0.982427,47601,504188
27,1.8,2,5805,60595,83778,0.431331,0,183638
27,1.9,0,5695,87196,11917,0.681487,29761,265032
27,1.9,1,5695,58992,10795,0.550735,9366,179564
27,1.9,2,5695,26921,7485,0.27347,0,81785
27,1,0,4515,6523624,6436101,125.307,30351,18904185
27,1,1,4515,6523624,6436101,143.578,30351,18904185
27,1,2,4515,6523624,6436101,94.2152,30351,18904185
27,2,0,6025,2356795,1457461,10.8796,1215228,7132883
27,2,1,5979,1661022,1440877,10.7118,311274,5027481
27,2,2,6077,830954,1034514,6.0932,0,2511335
27,3,0,6685,1887841,1245900,8.12896,1087258,5690446
27,3,1,6687,759570,943875,5.01928,140092,2295525
27,3,2,6687,453497,674391,3.12577,0,1368315
27,4,0,6687,693549,397377,4.4369,338609,2084319
27,4,1,6687,278964,282247,2.10384,24877,840117
27,4,2,6687,194481,213123,1.51754,0,585501
27,5,0,7447,657934,204302,4.18373,325842,1983450
27,5,1,7447,287938,150131,2.21515,24925,872732
27,5,2,7447,167537,108677,1.33755,0,506116
28,1.1,0,4567,34187687,42189262,414.554,2699736,102136850
28,1.1,1,4567,32674416,41875139,418.882,1426113,97639883
28,1.1,2,4567,30499304,40897817,425.403,0,91136052
28,1.2,0,4611,7047984,9367070,48.2912,1147257,21059865
28,1.2,1,4593,6751556,9559916,50.2466,641999,20180581
28,1.2,2,4629,6276652,9984715,47.8953,0,18766060
28,1.3,0,4745,6331538,7893382,48.5888,1525341,18974094
28,1.3,1,4745,5286769,7522376,44.0514,714510,15854147
28,1.3,2,4733,4570142,7479327,42.2133,0,13697894
28,1.4,0,4813,929825,1118203,5.3989,280950,2787084
28,1.4,1,4815,723224,1015196,4.53068,135281,2170287
28,1.4,2,4901,803078,1395248,5.70191,0,2407057
28,1.5,0,4959,244566,316376,2.27712,63735,727255
28,1.5,1,5075,247261,375087,2.57637,31983,737388
28,1.5,2,5133,188170,328142,2.14105,0,560952
28,1.6,0,5139,163811,212686,1.58146,42618,485883
28,1.6,1,5347,160443,252028,1.08708,19162,476788
28,1.6,2,5349,135140,240951,0.916414,0,402027
28,1.7,0,5315,155428,198361,0.816983,41042,461635
28,1.7,1,5315,125795,187213,0.726522,17698,374238
28,1.7,2,5315,54234,94651,0.355517,0,161352
28,1.8,0,5527,224582,262714,1.3302,76329,665503
28,1.8,1,5527,167713,240351,1.07353,32058,498028
28,1.8,2,5315,93570,154560,0.681604,0,278461
28,1.9,0,5697,258016,245660,1.32474,120273,762769
28,1.9,1,5769,170456,223430,1.07812,44726,504914
28,1.9,2,5315,180316,275596,1.44179,0,536577
28,1,0,4477,71661218,70476643,1029.07,378662,213719270
28,1,1,4477,71661218,70476643,1060.1,378662,213719270
28,1,2,4477,71661218,70476643,1025.67,378662,213719270
28,2,0,5839,184007,205109,0.863778,67106,542853
28,2,1,5959,161970,254874,0.955107,17351,478902
28,2,2,5899,230922,407625,1.61036,0,685953
28,3,0,6995,5003314,3769467,21.32,2712365,15098797
28,3,1,7073,362763,425221,2.03074,69663,1091413
28,3,2,7073,109861,153998,0.671329,0,328742
28,4,0,7299,855093,296268,4.11235,560513,2573574
28,4,1,7337,272556,206613,1.74048,59452,823798
28,4,2,7469,129829,140189,0.934173,0,390404
28,5,0,7737,1875712,1056055,8.76213,1179028,5531472
28,5,1,8973,1709267,2518478,13.5864,243108,5153223
28,5,2,7577,461044,712524,3.66816,0,1373743
29,1.1,0,4050,3793672,4398022,42.7551,336782,11496565
29,1.1,1,4050,3514275,4283226,41.8611,150679,10659226
29,1.1,2,4050,3290475,4194001,39.3376,0,9974652
29,1.2,0,4244,2828211,3542521,18.352,635134,8586250
29,1.2,1,4244,2350602,3384813,16.0841,259848,7150184
29,1.2,2,4244,1892577,3081703,14.3698,0,5758853
29,1.3,0,4180,2990371,2696483,21.1581,1000823,9119547
29,1.3,1,4180,2269079,2527025,17.9451,407175,6932221
29,1.3,2,4202,1984877,2757915,17.9786,0,6063615
29,1.4,0,4426,10383128,8708278,81.4043,4581659,31695933
29,1.4,1,4518,6779923,8369290,67.1437,1596263,20731227
29,1.4,2,4466,3828565,6063706,42.2926,0,11708154
29,1.5,0,4642,4266187,3565350,31.4714,2153447,13076303
29,1.5,1,4642,2637238,3148193,25.0154,776475,8104152
29,1.5,2,4642,1084161,1853275,12.3212,0,3332681
29,1.6,0,4642,3734128,2871990,22.3649,1773866,11395485
29,1.6,1,4642,2402217,2519689,17.0322,678896,7344408
29,1.6,2,4642,1083860,1598701,9.08527,0,3308427
29,1.7,0,5118,4347189,3123727,18.3537,2516362,13290074
29,1.7,1,5202,2455038,2855289,14.1297,792571,7529252
29,1.7,2,5136,1103510,1891430,7.92571,0,3384253
29,1.8,0,5226,4046412,2887687,16.1466,2356706,12398526
29,1.8,1,5202,2268123,2567822,11.8873,759830,6958080
29,1.8,2,5224,874303,1485212,5.78154,0,2679204
29,1.9,0,4990,6344632,3608372,32.5629,3942876,19437247
29,1.9,1,4990,3237290,3116516,22.0987,1147797,9929782
29,1.9,2,5142,1162114,1881359,10.0368,0,3564835
29,1,0,3948,4948869,4888573,69.0559,21823,14962163
29,1,1,3948,4948869,4888573,66.7095,21823,14962163
29,1,2,3948,4948869,4888573,64.0009,21823,14962163
29,2,0,5386,9334893,6049216,39.8307,5738065,28549259
29,2,1,5386,4632379,5146679,27.917,1558001,14190237
29,2,2,5276,1973030,3166814,15.4363,0,6051609
29,3,0,6708,78536,91494,0.368121,26799,244168
29,3,1,6756,70268,105513,0.406836,10378,217257
29,3,2,6756,50343,89188,0.331842,0,155628
29,4,0,5920,15437584,2682645,69.096,11987096,47108819
29,4,1,5920,2979248,1486999,26.4008,787893,9121026
29,4,2,6328,1807878,1826441,18.787,0,5529131
29,5,0,6240,32788448,3996544,123.712,26951869,100025870
29,5,1,6514,5265614,3468802,39.8641,1351409,16120233
29,5,2,6630,2227529,1999707,19.0141,0,6815276
30,1.1,0,4166,83736421,98179449,587.019,7229536,254540018
30,1.1,1,4136,83453422,97514251,647.834,3699172,253814209
30,1.1,2,4174,78786832,101112522,607.463,0,239478983
30,1.2,0,4246,34027662,44438113,246.069,6031361,103766220
30,1.2,1,4246,29441545,42932687,225.07,2408674,89809050
30,1.2,2,4166,29164580,42022341,222.455,0,88921663
30,1.3,0,4246,16764933,19083794,128.65,5362222,51166486
30,1.3,1,4246,12198301,17447472,112.557,1791362,37240797
30,1.3,2,4192,14243563,21956041,143.88,0,43478052
30,1.4,0,4246,10111867,7903917,76.033,5488044,30881665
30,1.4,1,4306,5663503,7475149,59.5323,1355334,17290186
30,1.4,2,4390,7955381,13745275,103.216,0,24295360
30,1.5,0,4462,2563625,2774136,16.3931,958898,7783901
30,1.5,1,4462,1770595,2549344,13.7288,297836,5384566
30,1.5,2,4514,6383532,11148322,58.3094,0,19531668
30,1.6,0,4294,1771701,1512514,9.94332,846316,5375605
30,1.6,1,4294,1045712,1338974,7.0173,228904,3182061
30,1.6,2,4350,1456743,2346463,12.2487,0,4435380
30,1.7,0,4792,727292,626825,3.16497,365888,2202409
30,1.7,1,4624,516387,698411,2.98883,114641,1567425
30,1.7,2,4734,554000,982143,3.86947,0,1686457
30,1.8,0,4910,863178,616417,3.37198,507874,2613372
30,1.8,1,4836,629079,799378,3.50122,169211,1911835
30,1.8,2,4864,324362,566276,2.31709,0,986378
30,1.9,0,5054,837380,644592,3.40401,468185,2537099
30,1.9,1,4822,509295,625156,2.75347,148513,1548609
30,1.9,2,4864,298755,516642,2.18446,0,909185
30,1,0,4124,200302062,198211406,2505.41,1071313,606733181
30,1,1,4124,200302062,198211406,2589.59,1071313,606733181
30,1,2,4124,200302062,198211406,2589.59,1071313,606733181
30,2,0,5064,787850,760666,3.59742,350720,2392364
30,2,1,5064,482082,660748,2.80178,102910,1469054
30,2,2,5064,272946,476055,1.84457,0,830983
30,3,0,5438,3769044,2569840,17.9691,1889132,11535802
30,3,1,5926,1850737,2667898,12.1228,268472,5684024
30,3,2,5926,1352069,2287332,10.2476,0,4150710
30,4,0,5594,8480178,1559214,47.9062,6230668,25842593
30,4,1,6042,2257077,2013843,24.4791,534036,6919053
30,4,2,5958,1351186,1538578,18.2553,0,4150341
30,5,0,7454,2970399,1195240,12.0309,2107657,8972224
30,5,1,7150,722139,351100,4.97287,114184,2188826
30,5,2,7660,473236,651388,3.59475,0,1435614
31,1.1,0,3666,1310797,1501726,15.7593,122012,3939640
31,1.1,1,3666,1228712,1487372,14.2774,51315,3696608
31,1.1,2,3694,1158866,1558668,13.8723,0,3487714
31,1.2,0,3694,3045236,2537126,19.63,599890,9148616
31,1.2,1,3694,2622990,2468563,17.9992,242719,7892182
31,1.2,2,3694,2020716,2097476,14.882,0,6081898
31,1.3,0,3900,1005114,902327,6.80666,413723,3029927
31,1.3,1,3900,691467,841182,4.85685,141983,2089074
31,1.3,2,3900,417757,644780,3.43311,0,1262123
31,1.4,0,4130,1008943,1001220,6.74087,409176,3035864
31,1.4,1,4138,729139,939828,4.84085,170388,2200130
31,1.4,2,4168,1246094,2059504,10.8342,0,3767196
31,1.5,0,4130,25642,31736,0.306114,3674,75654
31,1.5,1,4130,22710,30620,0.29273,1483,67127
31,1.5,2,4096,18553,24013,0.247411,0,54891
31,1.6,0,4484,1035289,955025,6.26506,462261,3114612
31,1.6,1,4502,729967,907418,4.66491,189758,2203309
31,1.6,2,4558,302380,512374,2.27171,0,910122
31,1.7,0,4670,1154910,1079124,5.52565,508756,3476297
31,1.7,1,4670,746913,1001089,4.37144,148512,2255156
31,1.7,2,4622,529342,865333,3.64623,0,1597664
31,1.8,0,4848,930771,884015,4.42256,409545,2797156
31,1.8,1,4800,593135,807606,3.7653,116213,1787372
31,1.8,2,4800,361579,617389,2.57614,0,1089642
31,1.9,0,4854,1397088,1186575,8.41694,692638,4206831
31,1.9,1,4854,772928,995605,5.90081,184270,2335378
31,1.9,2,4720,464806,763875,4.33636,0,1403953
31,1,0,3658,5145665,5051436,52.4821,23775,15515102
31,1,1,3658,5145665,5051436,53.0655,23775,15515102
31,1,2,3658,5145665,5051436,52.2068,23775,15515102
31,2,0,4680,628809,623059,3.04467,254856,1889737
31,2,1,4680,414206,569249,2.50543,72479,1249037
31,2,2,4680,274567,459070,1.87984,0,828079
31,3,0,5510,304170,345095,1.54163,98778,909542
31,3,1,5510,190202,292744,1.21571,16217,572337
31,3,2,5438,147196,241897,0.964716,0,443013
31,4,0,5972,399370,392635,2.52646,171367,1193773
31,4,1,5972,191078,302851,1.70737,15373,574959
31,4,2,5972,102513,176804,0.940995,0,308479
31,5,0,5972,495957,400605,3.10683,263800,1485084
31,5,1,5972,162788,254824,1.14203,13251,490264
31,5,2,5972,110415,184621,0.814781,0,332449
32,1.1,0,4881,7085643,8432499,80.7296,752464,20809032
32,1.1,1,4881,6516917,8280767,79.1643,300603,19148357
32,1.1,2,4869,8709464,10932438,107.48,0,25581241
32,1.2,0,4997,9367036,9304408,56.5724,2276606,27784721
32,1.2,1,4997,7960037,9051867,55.1013,1068105,23618807
32,1.2,2,4997,5934152,7849418,43.6572,0,17563939
32,1.3,0,5321,1162277,1368013,8.5001,319248,3481337
32,1.3,1,5321,946515,1321965,7.044,132088,2840037
32,1.3,2,5321,717837,1167411,5.92255,0,2150699
32,1.4,0,5237,321729,258622,3.0708,67768,967330
32,1.4,1,5237,269461,249474,1.98681,22852,810418
32,1.4,2,5237,228150,231294,1.78443,0,685813
32,1.5,0,5633,975490,1110601,6.85354,295495,2958425
32,1.5,1,5633,766990,1064029,5.45968,114390,2330478
32,1.5,2,5667,563393,937772,4.37561,0,1712924
32,1.6,0,5667,5829025,4104003,37.9986,2368726,17735529
32,1.6,1,5667,4278154,3803127,32.3667,1033311,13041940
32,1.6,2,5667,2602689,2999901,24.2303,0,7931595
32,1.7,0,6285,4754412,4786555,25.2051,1958823,14468360
32,1.7,1,6285,3204748,4267630,20.1397,715158,9761947
32,1.7,2,6285,1803776,3116640,13.2299,0,5501626
32,1.8,0,6633,2541629,2776277,13.7877,926906,7654212
32,1.8,1,6633,1939675,2641112,12.1406,405350,5862823
32,1.8,2,6465,3899196,6654435,28.9486,0,11907108
32,1.9,0,6785,6818451,6922591,43.3592,2735960,20552440
32,1.9,1,6785,4074861,5775626,32.9452,675498,12327808
32,1.9,2,6785,2564491,4365446,23.0563,0,7761433
32,1,0,4795,28858874,28228014,305.558,117453,84740906
32,1,1,4795,28858874,28228014,311.646,117453,84740906
32,1,2,4795,28858874,28228014,303.523,117453,84740906
32,2,0,6543,9734353,8923227,53.6359,3885998,29402502
32,2,1,6313,7597497,6570840,54.8449,1478379,23035365
32,2,2,6313,4192968,4319403,31.4451,0,12715245
32,3,0,7655,992983,586364,3.99929,566830,2983701
32,3,1,7655,353116,383180,2.16315,68945,1062922
32,3,2,7581,412755,503832,3.17279,0,1242464
32,4,0,8213,3958022,1017961,21.2578,2512799,11986195
32,4,1,8253,708005,461566,5.7691,153745,2153233
32,4,2,8253,294531,350173,2.80645,0,897215
32,5,0,8559,11125586,1428082,41.9691,8677605,33723205
32,5,1,8661,1786627,734283,13.4525,244194,5429671
32,5,2,8661,1337423,591031,11.35,0,4064925
33,1.1,0,3380,7707718,9269524,68.7937,793689,23236131
33,1.1,1,3380,7328064,9228747,78.5919,445502,22108246
33,1.1,2,3276,6886161,7555159,74.2712,0,20777068
33,1.2,0,3404,3706398,4405114,24.3091,766693,11194327
33,1.2,1,3422,4140800,5440550,29.1432,494184,12509775
33,1.2,2,3326,3589389,4595626,27.695,0,10841173
33,1.3,0,3526,2222301,2482074,15.146,748139,6737092
33,1.3,1,3534,1949567,2610670,14.232,397653,5913241
33,1.3,2,3558,1935931,3249344,16.7411,0,5855929
33,1.4,0,3524,374362,484314,3.43085,73525,1121849
33,1.4,1,3686,393643,602273,2.9688,42766,1181890
33,1.4,2,3558,377227,609998,3.04894,0,1132069
33,1.5,0,3724,280622,348191,2.32555,76745,842160
33,1.5,1,3724,226921,327021,1.41384,35571,681904
33,1.5,2,3752,168321,291823,1.17394,0,503784
33,1.6,0,3954,296759,381473,2.72478,77953,885236
33,1.6,1,3954,241238,362966,1.70526,33319,721673
33,1.6,2,3680,173295,285202,1.36065,0,518607
33,1.7,0,3922,293973,349043,1.532,88695,878942
33,1.7,1,3924,227795,328137,1.32395,35374,682626
33,1.7,2,3924,145974,249668,0.938528,0,436712
33,1.8,0,4162,57071,71162,0.281373,16400,169245
33,1.8,1,4162,45563,67599,0.254164,6982,135454
33,1.8,2,3894,139874,216418,0.922842,0,420935
33,1.9,0,4094,64286,75207,0.637334,21142,190484
33,1.9,1,4162,49030,70648,0.568149,8669,145627
33,1.9,2,4348,40496,71565,0.52901,0,120379
33,1,0,3276,12546131,12307850,116.156,79348,37897877
33,1,1,3276,12546131,12307850,118.307,79348,37897877
33,1,2,3276,12546131,12307850,114.674,79348,37897877
33,2,0,4192,133854,152926,0.645999,43990,398600
33,2,1,4192,84393,122733,0.494922,13293,251482
33,2,2,4324,54686,95535,0.362176,0,162660
33,3,0,4892,955100,717199,5.6312,511922,2880116
33,3,1,4820,435907,530318,3.69324,86466,1317579
33,3,2,4634,236250,266735,2.28445,0,713355
33,4,0,5116,440284,318761,3.59808,175288,1327712
33,4,1,4970,230125,149454,2.60464,8616,697180
33,4,2,4970,204617,130619,2.37107,0,619905
33,5,0,5814,732354,236509,4.59063,336601,2207374
33,5,1,4970,282834,130442,2.22238,10844,857624
33,5,2,4970,249195,120667,1.99376,0,755655
34,1.1,0,4681,102558545,112813971,992.401,12726661,302047643
34,1.1,1,4681,95636417,111889132,999.867,6559330,281950506
34,1.1,2,4681,85462931,107399054,904.684,0,251701127
34,1.2,0,4843,52477618,57457956,317.66,15427338,155476500
34,1.2,1,4843,42808525,55589742,291.329,6992668,126954444
34,1.2,2,4843,29946897,46718964,217.553,0,88599978
34,1.3,0,4883,8924412,7672803,47.7524,4042367,26589431
34,1.3,1,4883,12798928,15773818,89.1383,2836227,38237199
34,1.3,2,4909,8040470,12772726,66.0987,0,23941375
34,1.4,0,4919,6148595,5162563,37.224,2562942,18367078
34,1.4,1,4985,4450590,5210969,31.7886,1062335,13323142
34,1.4,2,4985,2518157,3914814,20.879,0,7514803
34,1.5,0,5371,10349386,7307719,56.7533,5875580,31207721
34,1.5,1,5413,7161073,7323224,47.9842,2733147,21632066
34,1.5,2,5427,2466656,4080074,20.8042,0,7434061
34,1.6,0,5573,5150450,4663804,30.0103,2319113,15447809
34,1.6,1,5573,3304299,4083026,22.78,822548,9928955
34,1.6,2,5659,1818711,3056669,14.8296,0,5463194
34,1.7,0,5821,9496176,7651726,43.3754,4965315,28576696
34,1.7,1,5821,5386746,6533578,32.593,1521604,16246375
34,1.7,2,5909,2624460,4468635,19.343,0,7911489
34,1.8,0,5867,1585215,1482628,7.34433,700728,4745915
34,1.8,1,5847,975650,1354296,5.96815,165621,2930209
34,1.8,2,5847,568573,958983,3.95002,0,1704948
34,1.9,0,5885,1555646,1254667,8.15316,773794,4697241
34,1.9,1,5885,846081,1071449,5.48031,177925,2560776
34,1.9,2,5893,487540,776891,3.64258,0,1473844
34,1,0,4539,117056876,114797846,898.258,590031,343690934
34,1,1,4539,117056876,114797846,952.859,590031,343690934
34,1,2,4539,117056876,114797846,940.059,590031,343690934
34,2,0,5975,1823182,1210584,7.24248,1067254,5528864
34,2,1,5975,776907,958986,4.36416,176751,2360165
34,2,2,5855,732914,1009577,5.19524,0,2218986
34,3,0,6753,215407,72368,1.49385,127601,649636
34,3,1,6753,62768,39247,0.550101,8684,190285
34,3,2,6753,45296,29081,0.333973,0,137204
34,4,0,7479,340326,161809,1.88077,171373,1025638
34,4,1,7501,149995,151200,1.28082,12777,455325
34,4,2,7449,150004,131309,1.42549,0,455204
34,5,0,8629,1000686,673654,4.98539,606168,3016947
34,5,1,8419,474931,650501,3.4338,90359,1440417
34,5,2,8623,216132,355390,1.72774,0,656696
35,1.1,0,3371,594984,735458,6.07535,19390,1807771
35,1.1,1,3371,579937,729299,5.92898,9380,1762360
35,1.1,2,3371,566226,723707,5.84248,0,1721024
35,1.2,0,3371,190705,262762,1.92145,14443,579706
35,1.2,1,3371,179613,256604,1.84065,7586,546238
35,1.2,2,3475,456070,673694,4.97754,0,1388667
35,1.3,0,3371,172713,216698,2.00755,23819,524180
35,1.3,1,3371,158501,210742,1.15437,13804,481626
35,1.3,2,3475,127462,210737,0.921525,0,387960
35,1.4,0,3533,348156,436288,3.14813,67374,1055879
35,1.4,1,3533,300197,416000,2.11622,32929,912621
35,1.4,2,3475,231703,337043,1.8004,0,705515
35,1.5,0,3715,510230,637761,3.8822,129070,1549761
35,1.5,1,3715,416996,604909,2.81074,55828,1269793
35,1.5,2,3715,282742,478548,2.09879,0,861663
35,1.6,0,3791,1254532,1357937,8.37143,411610,3816846
