,GAP,Instance,Stack,Weight,Version,Path Length,Expanded,Necessary,Elapsed,Reopens,Generated
1125,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.7,0,14,584,1608,0.0409859,4,7579
1126,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.7,1,14,584,1608,0.0407188,4,7579
1127,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.7,2,14,565,1570,0.0388803,0,7332
1299,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.9,0,14,603,1314,0.0571402,13,7826
1300,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.9,1,14,603,1314,0.0426897,13,7826
1301,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,1.9,2,14,509,1252,0.0341783,0,6604
1470,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,2,0,15,509,1428,0.0249908,4,6604
1471,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,2,1,16,2392,5102,0.114502,31,31083
1472,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,2,2,16,3444,9933,0.168486,0,44759
1548,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,3,0,19,103,548,0.011939,0,1326
1549,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,3,1,19,103,548,0.0107097,0,1326
1550,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,3,2,19,103,548,0.00987651,0,1326
1785,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,4,0,19,152,555,0.0084314,2,1963
1786,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,4,1,19,148,554,0.00775228,0,1911
1787,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,4,2,19,148,554,0.00750031,0,1911
1929,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,5,0,19,149,483,0.0108252,0,1924
1930,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,5,1,19,149,483,0.0103233,0,1924
1931,0,16,0 4 2 10 12 3 13 7 8 11 1 9 5 6 ,5,2,19,149,483,0.0103013,0,1924
15,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.1,0,12,11875,11307,0.533402,304,154362
16,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.1,1,12,11875,11307,0.505301,304,154362
17,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.1,2,12,11821,11290,0.48427,296,153660
192,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1,0,12,14751,14083,0.787444,393,191750
193,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1,1,12,14751,14083,0.719575,393,191750
194,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1,2,12,14751,14083,0.719603,393,191750
267,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.2,0,12,1733,2564,0.143531,11,22516
268,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.2,1,12,1733,2564,0.123435,11,22516
269,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.2,2,12,1685,2520,0.117804,0,21892
351,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.3,0,12,423,655,0.0358855,0,5486
352,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.3,1,12,423,655,0.0314201,0,5486
353,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.3,2,12,423,655,0.0304059,0,5486
516,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.4,0,12,397,604,0.0348215,0,5148
517,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.4,1,12,397,604,0.0287976,0,5148
518,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.4,2,12,397,604,0.0253634,0,5148
852,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.6,0,12,507,501,0.0394351,53,6578
853,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.6,1,12,507,501,0.0328524,53,6578
854,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.6,2,13,773,1245,0.0433468,0,10036
909,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.5,0,12,462,506,0.0228417,38,5993
910,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.5,1,12,462,506,0.0216729,38,5993
911,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.5,2,13,704,1197,0.033217,0,9139
1098,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.7,0,14,323,971,0.0272805,2,4186
1099,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.7,1,14,323,971,0.0224503,2,4186
1100,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.7,2,14,314,957,0.0216741,0,4069
1113,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.8,0,14,346,871,0.024551,3,4485
1114,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.8,1,14,346,871,0.0242453,3,4485
1115,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.8,2,13,1235,811,0.0865503,0,16042
1275,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.9,0,14,346,871,0.0307916,3,4485
1276,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.9,1,14,346,871,0.0257018,3,4485
1277,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,1.9,2,15,1354,2482,0.0941516,0,17589
1536,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,2,0,15,324,1146,0.0149635,0,4199
1537,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,2,1,15,324,1146,0.0136245,0,4199
1538,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,2,2,15,324,1146,0.0132128,0,4199
1602,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,3,0,19,508,1278,0.0464993,50,6591
1603,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,3,1,20,753,2016,0.0536766,1,9776
1604,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,3,2,20,751,2003,0.0507691,0,9750
1782,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,4,0,21,371,986,0.0318032,0,4810
1783,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,4,1,21,371,986,0.0261924,0,4810
1784,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,4,2,21,371,986,0.0218296,0,4810
2088,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,5,0,21,175,669,0.0125321,0,2262
2089,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,5,1,21,175,669,0.0122781,0,2262
2090,0,17,4 3 0 13 10 5 6 12 8 9 2 11 1 7 ,5,2,21,175,669,0.0122865,0,2262
12,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.1,0,13,44704,42564,2.81197,1858,581139
13,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.1,1,13,44704,42564,2.50181,1858,581139
14,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.1,2,13,44054,42151,2.47309,1450,572689
168,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1,0,13,57517,53932,2.87894,2633,747708
169,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1,1,13,57517,53932,2.78989,2633,747708
170,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1,2,13,57517,53932,2.70207,2633,747708
288,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.2,0,13,2178,3449,0.175385,6,28301
289,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.2,1,13,2178,3449,0.152944,6,28301
290,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.2,2,13,8403,9999,0.533063,14,109226
357,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.3,0,13,2258,2876,0.16946,27,29341
358,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.3,1,13,2258,2876,0.160024,27,29341
359,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.3,2,13,1819,2071,0.128373,0,23634
510,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.4,0,13,3587,1924,0.179789,38,46618
511,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.4,1,13,3587,1924,0.176669,38,46618
512,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.4,2,14,3712,5419,0.178732,0,48243
840,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.6,0,15,5536,6839,0.242819,77,71955
841,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.6,1,15,5536,6839,0.233327,77,71955
842,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.6,2,16,7410,20369,0.316896,0,96317
903,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.5,0,15,7758,10232,0.39986,110,100841
904,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.5,1,15,7758,10232,0.374259,110,100841
905,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.5,2,15,11810,17321,0.559402,0,153517
1140,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.8,0,16,165,581,0.0143003,0,2132
1141,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.8,1,16,165,581,0.0141826,0,2132
1142,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.8,2,16,165,581,0.0140596,0,2132
1155,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.7,0,16,2852,7331,0.206332,32,37063
1156,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.7,1,16,2852,7331,0.197274,32,37063
1157,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.7,2,16,2757,7231,0.186834,0,35828
1284,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.9,0,16,164,573,0.00789095,0,2119
1285,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.9,1,16,164,573,0.00730343,0,2119
1286,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,1.9,2,16,164,573,0.00720909,0,2119
1497,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,2,0,16,287,753,0.0144666,0,3718
1498,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,2,1,16,287,753,0.0141692,0,3718
1499,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,2,2,16,287,753,0.0139631,0,3718
1542,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,3,0,19,101,355,0.0115231,1,1300
1543,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,3,1,19,100,345,0.0102186,0,1287
1544,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,3,2,19,100,345,0.00947918,0,1287
1803,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,4,0,19,84,341,0.00844071,2,1079
1804,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,4,1,19,81,331,0.00741253,0,1040
1805,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,4,2,19,81,331,0.00708819,0,1040
2121,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,5,0,19,59,297,0.00455222,0,754
2122,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,5,1,19,59,297,0.00428594,0,754
2123,0,18,8 0 1 4 5 2 9 11 13 6 12 7 3 10 ,5,2,19,59,297,0.00428774,0,754
84,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.1,0,14,33030,32094,2.04892,943,429377
85,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.1,1,14,33030,32094,1.89191,943,429377
86,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.1,2,14,32155,31675,1.84797,602,418002
171,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1,0,14,73033,69957,4.39232,2863,949416
172,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1,1,14,73033,69957,4.20337,2863,949416
173,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1,2,14,73033,69957,4.19746,2863,949416
282,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.2,0,14,9077,11387,0.639864,205,117988
283,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.2,1,14,9077,11387,0.503717,205,117988
284,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.2,2,14,8353,11064,0.468246,10,108576
354,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.3,0,15,23896,36473,1.35156,795,310635
355,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.3,1,15,23896,36473,1.14764,795,310635
356,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.3,2,15,20323,34247,0.833007,8,264186
492,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.5,0,15,2212,4001,0.16052,206,28743
493,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.5,1,15,2212,4001,0.141041,206,28743
494,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.5,2,16,6276,18599,0.407742,0,81575
519,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.4,0,15,3758,7838,0.275879,125,48841
520,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.4,1,15,3758,7838,0.253766,125,48841
521,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.4,2,15,10394,15719,0.590636,1,135109
858,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.6,0,15,2393,3738,0.158511,289,31096
859,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.6,1,15,2393,3738,0.148033,289,31096
860,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.6,2,16,3693,10288,0.253494,0,47996
1143,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.7,0,16,1674,5015,0.126183,16,21749
1144,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.7,1,16,1674,5015,0.118244,16,21749
1145,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.7,2,16,1600,4930,0.111891,0,20787
1146,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.8,0,16,1847,2892,0.136251,25,23998
1147,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.8,1,16,1847,2892,0.12827,25,23998
1148,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.8,2,16,1758,2860,0.120799,0,22841
1305,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.9,0,19,3618,7449,0.194431,58,47021
1306,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.9,1,19,3618,7449,0.176028,58,47021
1307,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,1.9,2,19,3809,7037,0.184217,0,49504
1524,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,3,0,25,133,618,0.0131784,0,1716
1525,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,3,1,25,133,618,0.0118166,0,1716
1526,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,3,2,25,133,618,0.0109653,0,1716
1608,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,2,0,18,299,858,0.0146608,5,3874
1609,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,2,1,18,297,857,0.014358,4,3848
1610,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,2,2,18,280,846,0.0136652,0,3627
1836,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,4,0,25,131,600,0.0129913,0,1690
1837,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,4,1,25,131,600,0.0116977,0,1690
1838,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,4,2,25,131,600,0.0108277,0,1690
2106,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,5,0,25,146,600,0.0126785,0,1885
2107,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,5,1,25,146,600,0.0122519,0,1885
2108,0,19,0 5 13 9 11 8 2 12 6 7 10 4 1 3 ,5,2,25,146,600,0.0121547,0,1885
90,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.1,0,14,60602,16285,2.78224,1309,787813
91,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.1,1,14,60602,16285,2.54436,1309,787813
92,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.1,2,14,59760,15789,2.55398,429,776867
183,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1,0,14,56460,15596,3.70006,1150,733967
184,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1,1,14,56460,15596,3.81597,1150,733967
185,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1,2,14,56460,15596,3.98516,1150,733967
261,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.2,0,15,15735,24135,0.95445,217,204542
262,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.2,1,15,15735,24135,0.924062,217,204542
263,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.2,2,15,14940,23471,0.878388,22,194207
417,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.3,0,15,3610,6748,0.266098,12,46917
418,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.3,1,15,3610,6748,0.259741,12,46917
419,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.3,2,15,3477,6700,0.241827,0,45188
495,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.4,0,15,4445,6491,0.330938,49,57772
496,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.4,1,15,4445,6491,0.299237,49,57772
497,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.4,2,16,9218,20651,0.525823,0,119821
693,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.5,0,16,9421,12366,0.517323,406,122460
694,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.5,1,16,9421,12366,0.530851,406,122460
695,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.5,2,17,26316,70785,1.54318,0,342095
738,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.6,0,17,6621,16082,0.478008,168,86060
739,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.6,1,17,6621,16082,0.384242,168,86060
740,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.6,2,17,4789,14114,0.26539,0,62244
1032,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.7,0,18,2080,5892,0.145332,40,27027
1033,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.7,1,18,2080,5892,0.108796,40,27027
1034,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.7,2,18,1610,5442,0.0857816,0,20917
1218,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.8,0,18,710,1645,0.0494812,22,9217
1219,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.8,1,18,710,1645,0.048937,22,9217
1220,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.8,2,18,1114,2957,0.0796015,0,14469
1296,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.9,0,18,567,1177,0.0306267,21,7358
1297,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.9,1,18,567,1177,0.0301908,21,7358
1298,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,1.9,2,18,752,2464,0.043729,0,9763
1575,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,3,0,23,149,692,0.00854476,0,1924
1576,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,3,1,23,149,692,0.0079412,0,1924
1577,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,3,2,23,149,692,0.00721057,0,1924
1596,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,2,0,18,652,1179,0.0535148,3,8463
1597,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,2,1,18,634,1178,0.0365755,1,8229
1598,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,2,2,18,628,1177,0.027481,0,8151
1833,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,4,0,23,319,720,0.0170805,2,4134
1834,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,4,1,23,318,720,0.0164102,1,4121
1835,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,4,2,23,318,720,0.0152996,0,4121
2115,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,5,0,27,292,669,0.019867,41,3783
2116,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,5,1,29,317,1019,0.0225481,0,4108
2117,0,20,7 3 11 2 13 8 0 9 4 6 12 5 10 1 ,5,2,29,317,1019,0.0223396,0,4108
75,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.1,0,14,92813,84571,3.88714,4052,1206556
76,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.1,1,14,92813,84571,3.68513,4052,1206556
77,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.1,2,14,101705,94287,4.4163,3232,1322152
252,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1,0,14,109857,104749,6.61467,4706,1428128
253,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1,1,14,109857,104749,6.53357,4706,1428128
254,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1,2,14,109857,104749,6.559,4706,1428128
285,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.2,0,14,95128,43359,5.56931,2780,1236651
286,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.2,1,14,95128,43359,5.47695,2780,1236651
287,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.2,2,15,110605,162027,6.7922,450,1437852
435,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.3,0,15,14962,23915,1.05492,331,194493
436,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.3,1,15,14962,23915,0.877661,331,194493
437,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.3,2,15,13130,22159,0.514276,8,170677
498,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.4,0,15,7292,9089,0.526743,204,94783
499,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.4,1,15,7292,9089,0.504097,204,94783
500,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.4,2,15,6279,8572,0.435893,0,81614
681,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.5,0,16,3355,7633,0.154676,101,43602
682,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.5,1,16,3355,7633,0.143564,101,43602
683,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.5,2,16,4125,8092,0.173657,0,53612
864,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.6,0,17,777,2202,0.0735434,0,10088
865,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.6,1,17,777,2202,0.0549773,0,10088
866,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.6,2,17,777,2202,0.053126,0,10088
984,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.7,0,17,680,1950,0.0494247,0,8827
985,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.7,1,17,680,1950,0.0487577,0,8827
986,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.7,2,17,680,1950,0.0485175,0,8827
1257,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.8,0,17,704,1989,0.058415,1,9139
1258,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.8,1,17,704,1989,0.0351975,1,9139
1259,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.8,2,17,702,1987,0.0293782,0,9113
1341,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.9,0,17,662,1897,0.0570877,1,8593
1342,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.9,1,17,662,1897,0.0460607,1,8593
1343,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,1.9,2,17,660,1895,0.0450553,0,8567
1563,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,2,0,19,191,613,0.0190532,0,2470
1564,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,2,1,19,191,613,0.0165672,0,2470
1565,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,2,2,19,191,613,0.014895,0,2470
1584,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,3,0,21,134,478,0.0132582,0,1729
1585,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,3,1,21,134,478,0.0116846,0,1729
1586,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,3,2,21,134,478,0.0108931,0,1729
1842,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,4,0,21,147,451,0.00714724,0,1898
1843,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,4,1,21,147,451,0.00732966,0,1898
1844,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,4,2,21,147,451,0.0086973,0,1898
2112,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,5,0,21,187,434,0.0137491,0,2418
2113,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,5,1,21,187,434,0.0133703,0,2418
2114,0,21,13 1 5 4 9 7 11 3 6 0 8 2 12 10 ,5,2,21,187,434,0.0133953,0,2418
78,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.1,0,12,14059,3624,0.753564,420,182754
79,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.1,1,12,14059,3624,0.629714,420,182754
80,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.1,2,12,22782,21692,0.87964,582,296153
120,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.2,0,13,3112,4750,0.181486,44,40443
121,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.2,1,13,3112,4750,0.147888,44,40443
122,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.2,2,13,2956,4626,0.125925,5,38415
