,GAP,Instance,Stack,Weight,Version,Path Length,Expanded,Necessary,Elapsed,Reopens,Generated
1003,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.6,1,16,1635,909,0.116967,17,21242
1004,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.6,2,16,1495,912,0.106038,0,19422
1107,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.7,0,19,728,2168,0.0524684,2,9451
1108,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.7,1,19,728,2168,0.0511939,2,9451
1109,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.7,2,19,708,2136,0.0488316,0,9191
1335,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.8,0,19,786,1979,0.0594688,6,10205
1336,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.8,1,19,786,1979,0.0564971,6,10205
1337,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.8,2,19,779,1974,0.0559122,0,10114
1449,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.9,0,20,923,1919,0.0689207,6,11986
1450,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.9,1,20,923,1919,0.0648577,6,11986
1451,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,1.9,2,20,903,1899,0.0630195,0,11726
1521,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,2,0,21,342,1200,0.0178157,1,4433
1522,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,2,1,21,342,1200,0.0168643,1,4433
1523,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,2,2,21,336,1197,0.0177167,0,4355
1752,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,3,0,24,231,910,0.0196786,0,2990
1753,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,3,1,24,231,910,0.0172922,0,2990
1754,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,3,2,24,231,910,0.0158644,0,2990
1983,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,4,0,27,258,911,0.0271249,4,3341
1984,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,4,1,27,236,892,0.0199345,0,3055
1985,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,4,2,27,236,892,0.0171793,0,3055
2085,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,5,0,32,202,1065,0.0197363,0,2613
2086,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,5,1,32,202,1065,0.0171392,0,2613
2087,0,5,4 7 5 2 9 3 8 0 13 10 12 6 11 1 ,5,2,32,202,1065,0.0153485,0,2613
177,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.1,0,13,68558,44189,3.05851,2741,891241
178,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.1,1,13,68558,44189,2.99563,2741,891241
179,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.1,2,13,66117,43471,3.14688,1837,859508
315,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.2,0,13,54588,22928,3.34005,1803,709631
316,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.2,1,13,54588,22928,3.17562,1803,709631
317,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.2,2,14,54821,72933,3.27458,173,712660
477,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.3,0,14,31034,42157,1.25668,1131,403429
478,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.3,1,14,31034,42157,1.21746,1131,403429
479,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.3,2,14,25364,37376,1.01723,19,329719
768,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.5,0,14,3774,7078,0.268485,103,49049
769,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.5,1,14,3774,7078,0.257187,103,49049
770,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.5,2,15,22024,51700,1.42551,1,286299
834,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.4,0,14,9754,17014,0.418893,226,126789
835,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.4,1,14,9754,17014,0.400511,226,126789
836,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.4,2,14,17901,24050,0.78383,2,232700
978,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.6,0,14,3988,6927,0.229633,134,51831
979,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.6,1,14,3988,6927,0.204234,134,51831
980,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.6,2,15,15203,34227,0.833705,0,197626
1053,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.7,0,14,2410,4422,0.165051,56,31317
1054,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.7,1,14,2410,4422,0.164178,56,31317
1055,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.7,2,15,8008,19542,0.563466,0,104091
1092,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1,0,13,68704,44204,3.58044,2425,893139
1093,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1,1,13,68704,44204,2.79059,2425,893139
1094,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1,2,13,68704,44204,2.73938,2425,893139
1338,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.8,0,14,2748,3722,0.190277,94,35711
1339,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.8,1,14,2748,3722,0.181633,94,35711
1340,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.8,2,15,4688,9639,0.31016,0,60931
1527,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,2,0,15,717,2077,0.0585625,21,9308
1528,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,2,1,15,674,2039,0.0452281,6,8749
1529,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,2,2,15,665,1983,0.0442055,0,8632
1569,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.9,0,14,2734,3716,0.158306,92,35529
1570,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.9,1,14,2734,3716,0.136512,92,35529
1571,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,1.9,2,15,3822,7662,0.19526,0,49673
1755,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,3,0,15,114,261,0.00670311,0,1469
1756,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,3,1,15,114,261,0.00589336,0,1469
1757,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,3,2,15,114,261,0.00583927,0,1469
1986,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,4,0,15,122,260,0.00599104,0,1573
1987,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,4,1,15,122,260,0.00581644,0,1573
1988,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,4,2,15,122,260,0.00578254,0,1573
2058,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,5,0,15,151,261,0.0135515,0,1950
2059,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,5,1,15,151,261,0.0122008,0,1950
2060,0,6,13 2 1 12 3 11 0 6 5 10 8 4 9 7 ,5,2,15,151,261,0.0113496,0,1950
150,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.1,0,14,12064,11383,0.655646,238,156819
151,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.1,1,14,12064,11383,0.610257,238,156819
152,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.1,2,14,11992,11535,0.5941,174,155883
420,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.2,0,14,4731,3755,0.348532,48,61490
421,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.2,1,14,4731,3755,0.30914,48,61490
422,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.2,2,15,12280,20980,0.725681,24,159627
474,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.3,0,14,5429,3197,0.400334,87,70564
475,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.3,1,14,5429,3197,0.340517,87,70564
476,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.3,2,15,5018,8339,0.280062,1,65221
765,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.5,0,16,4085,6148,0.296779,58,53092
766,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.5,1,16,4085,6148,0.284787,58,53092
767,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.5,2,17,11044,33273,0.79431,0,143559
831,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.4,0,16,19929,32839,1.30652,1624,259064
832,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.4,1,16,19929,32839,1.08852,1624,259064
833,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.4,2,17,111099,267372,6.85899,11,1444274
996,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.6,0,17,1092,3067,0.0875637,9,14183
997,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.6,1,17,1092,3067,0.0748767,9,14183
998,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.6,2,17,1062,3038,0.0717007,0,13793
1101,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1,0,14,88917,83861,4.28532,4282,1155908
1102,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1,1,14,88917,83861,4.43664,4282,1155908
1103,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1,2,14,88917,83861,4.11538,4282,1155908
1236,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.7,0,17,1425,3380,0.104503,21,18512
1237,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.7,1,17,1425,3380,0.0997256,21,18512
1238,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.7,2,17,1328,3373,0.0916345,0,17251
1323,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.8,0,18,409,1143,0.0360854,1,5304
1324,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.8,1,18,409,1143,0.0308383,1,5304
1325,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.8,2,18,413,1139,0.0298004,0,5356
1515,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,2,0,18,73,384,0.00817828,0,936
1516,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,2,1,18,73,384,0.0072371,0,936
1517,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,2,2,18,73,384,0.00699456,0,936
1557,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.9,0,18,411,1146,0.0337555,1,5330
1558,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.9,1,18,411,1146,0.0221562,1,5330
1559,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,1.9,2,18,410,1142,0.0220643,0,5317
1767,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,3,0,23,69,426,0.00662858,0,884
1768,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,3,1,23,69,426,0.00599167,0,884
1769,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,3,2,23,69,426,0.00592394,0,884
1899,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,4,0,23,107,430,0.0122061,0,1378
1900,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,4,1,23,107,430,0.0109092,0,1378
1901,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,4,2,23,107,430,0.0100729,0,1378
2082,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,5,0,26,68,443,0.00359987,0,871
2083,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,5,1,26,68,443,0.00345788,0,871
2084,0,7,9 7 1 8 3 0 10 2 6 13 4 11 12 5 ,5,2,26,68,443,0.00338548,0,871
186,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.1,0,12,10688,10451,0.580824,180,138931
187,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.1,1,12,10688,10451,0.527866,180,138931
188,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.1,2,12,10668,10435,0.510309,162,138671
429,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.2,0,12,10828,7385,0.760759,237,140751
430,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.2,1,12,10828,7385,0.710808,237,140751
431,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.2,2,13,28625,36710,1.26206,127,372112
783,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.5,0,14,3764,9900,0.270013,76,48919
784,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.5,1,14,3764,9900,0.255696,76,48919
785,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.5,2,14,3366,9274,0.229489,0,43745
828,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.4,0,13,4735,7272,0.280899,108,61542
829,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.4,1,13,4735,7272,0.225798,108,61542
830,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.4,2,13,6195,9239,0.300757,4,80522
882,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.3,0,13,14120,20362,0.93349,315,183547
883,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.3,1,13,14120,20362,0.796066,315,183547
884,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.3,2,13,12725,19288,0.733082,11,165412
1011,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.6,0,14,1569,3625,0.110383,14,20384
1012,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.6,1,14,1569,3625,0.109217,14,20384
1013,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.6,2,14,1497,3597,0.102338,0,19448
1194,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.7,0,14,742,1552,0.0524767,0,9633
1195,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.7,1,14,742,1552,0.0526995,0,9633
1196,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.7,2,14,742,1552,0.0508681,0,9633
1326,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.8,0,14,641,1215,0.0504835,0,8320
1327,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.8,1,14,641,1215,0.0444067,0,8320
1328,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.8,2,14,641,1215,0.0438517,0,8320
1353,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1,0,12,11648,11382,0.803432,202,151411
1354,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1,1,12,11648,11382,0.663133,202,151411
1355,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1,2,12,11648,11382,0.657875,202,151411
1446,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.9,0,14,641,1215,0.0462267,0,8320
1447,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.9,1,14,641,1215,0.0455184,0,8320
1448,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,1.9,2,14,641,1215,0.0479117,0,8320
1512,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,2,0,14,561,1061,0.0548257,8,7280
1513,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,2,1,14,441,866,0.0322109,2,5720
1514,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,2,2,14,544,1045,0.0364021,0,7059
1749,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,3,0,18,290,933,0.0289669,22,3757
1750,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,3,1,17,450,900,0.0378521,2,5837
1751,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,3,2,17,463,876,0.0320614,0,6006
1896,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,4,0,19,128,723,0.00639161,0,1651
1897,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,4,1,19,128,723,0.00620775,0,1651
1898,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,4,2,19,128,723,0.00618419,0,1651
2241,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,5,0,19,108,658,0.0120186,0,1391
2242,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,5,1,19,108,658,0.0106281,0,1391
2243,0,8,8 7 10 4 5 3 12 11 9 1 13 6 2 0 ,5,2,19,108,658,0.00994698,0,1391
198,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.1,0,11,3117,2046,0.239476,57,40508
199,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.1,1,11,3117,2046,0.242178,57,40508
200,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.1,2,12,21362,20432,1.3966,509,277693
426,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.2,0,11,1810,1040,0.134478,26,23517
427,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.2,1,11,1810,1040,0.143984,26,23517
428,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.2,2,12,4901,6712,0.397314,41,63700
795,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.5,0,13,5545,6756,0.39033,279,72072
796,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.5,1,13,5545,6756,0.381268,279,72072
797,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.5,2,14,5751,14827,0.416453,1,74750
810,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.4,0,13,2087,4796,0.106038,14,27118
811,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.4,1,13,2087,4796,0.104279,14,27118
812,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.4,2,13,2021,4716,0.098953,0,26260
867,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.3,0,11,2325,1052,0.17193,59,30212
868,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.3,1,11,2325,1052,0.161423,59,30212
869,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.3,2,13,22139,32848,1.31726,39,287794
1077,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.6,0,14,2669,6909,0.191385,76,34684
1078,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.6,1,14,2669,6909,0.183813,76,34684
1079,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.6,2,14,2416,6632,0.168978,0,31395
1206,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.7,0,14,991,2987,0.0745443,27,12870
1207,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.7,1,14,991,2987,0.0419508,27,12870
1208,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.7,2,14,903,2862,0.0381946,0,11726
1350,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.8,0,14,343,1195,0.0280093,0,4446
1351,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.8,1,14,343,1195,0.0241889,0,4446
1352,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.8,2,14,343,1195,0.0241417,0,4446
1395,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.9,0,14,343,1195,0.0249821,0,4446
1396,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.9,1,14,343,1195,0.0227847,0,4446
1397,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1.9,2,14,343,1195,0.0184124,0,4446
1407,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1,0,11,3117,2046,0.234487,57,40508
1408,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1,1,11,3117,2046,0.221135,57,40508
1409,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,1,2,11,3117,2046,0.219398,57,40508
1653,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,2,0,14,164,264,0.0182443,0,2119
1654,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,2,1,14,164,264,0.0155342,0,2119
1655,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,2,2,14,164,264,0.0142245,0,2119
1764,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,3,0,20,116,728,0.0118609,0,1495
1765,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,3,1,20,116,728,0.0107909,0,1495
1766,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,3,2,20,116,728,0.00982115,0,1495
1989,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,4,0,22,77,532,0.00806472,0,988
1990,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,4,1,22,77,532,0.00723651,0,988
1991,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,4,2,22,77,532,0.00695097,0,988
2223,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,5,0,22,83,532,0.00904996,0,1066
2224,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,5,1,22,83,532,0.00815058,0,1066
2225,0,9,7 3 11 13 6 12 5 4 2 10 0 1 8 9 ,5,2,22,83,532,0.00768656,0,1066
0,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1,0,9,2061,1963,0.0889103,52,26780
1,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1,1,9,2061,1963,0.0876231,52,26780
2,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1,2,9,2061,1963,0.0840969,52,26780
3,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.1,0,9,2061,1963,0.162717,52,26780
4,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.1,1,9,2061,1963,0.137725,52,26780
5,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.1,2,9,2061,1963,0.133881,52,26780
180,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.2,0,9,1330,1274,0.0987029,28,17277
181,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.2,1,9,1330,1274,0.0895596,28,17277
182,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.2,2,10,7831,8243,0.56765,36,101790
330,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.3,0,9,1368,1122,0.103422,23,17771
331,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.3,1,9,1368,1122,0.0946819,23,17771
332,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.3,2,10,5523,6350,0.383074,13,71786
621,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.4,0,10,2012,2734,0.0907821,8,26143
622,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.4,1,10,2012,2734,0.0884904,8,26143
623,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.4,2,10,1945,2697,0.0794828,0,25272
930,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.5,0,10,574,1141,0.0255451,9,7449
931,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.5,1,10,574,1141,0.0249641,9,7449
932,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.5,2,10,522,1097,0.0226189,0,6773
933,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.6,0,10,462,855,0.0387229,0,5993
934,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.6,1,10,462,855,0.0331522,0,5993
935,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.6,2,10,462,855,0.0269889,0,5993
1029,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.7,0,10,717,1059,0.0498117,20,9308
1030,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.7,1,10,717,1059,0.0501875,20,9308
1031,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.7,2,10,670,1035,0.0475472,0,8697
1104,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.8,0,10,1105,1137,0.0796256,62,14352
1105,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.8,1,10,1105,1137,0.0534709,62,14352
1106,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.8,2,11,3878,5269,0.157758,0,50401
1356,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.9,0,10,1105,1137,0.0811044,62,14352
1357,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.9,1,10,1105,1137,0.0725455,62,14352
1358,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,1.9,2,11,3878,5269,0.263101,0,50401
1410,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,2,0,12,121,270,0.008683,0,1560
1411,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,2,1,12,121,270,0.00833662,0,1560
1412,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,2,2,12,121,270,0.00829879,0,1560
1650,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,3,0,14,175,479,0.017667,16,2262
1651,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,3,1,14,144,432,0.0134975,1,1859
1652,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,3,2,14,138,425,0.0120959,0,1781
1791,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,4,0,17,133,482,0.0149402,1,1716
1792,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,4,1,17,127,480,0.0127114,0,1638
1793,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,4,2,17,127,480,0.0116176,0,1638
1944,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,5,0,17,92,391,0.00545783,1,1183
1945,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,5,1,17,74,389,0.00381695,0,949
1946,0,10,1 0 4 7 12 5 11 10 9 8 3 2 6 13 ,5,2,17,74,389,0.00373737,0,949
